Date,Value
2018-06-13,199755.0
2018-06-12,204103.0
2018-06-11,202021.0
2018-06-10,170406.0
2018-06-09,164773.0
2018-06-08,192087.0
2018-06-07,198796.0
2018-06-06,197714.0
2018-06-05,204234.0
2018-06-04,200508.0
2018-06-03,156195.0
2018-06-02,167346.0
2018-06-01,197202.0
2018-05-31,200522.0
2018-05-30,195426.0
2018-05-29,195053.0
2018-05-28,177927.0
2018-05-27,138533.0
2018-05-26,152755.0
2018-05-25,187644.0
2018-05-24,196719.0
2018-05-23,212101.0
2018-05-22,194837.0
2018-05-21,193834.0
2018-05-20,151976.0
2018-05-19,166175.0
2018-05-18,200628.0
2018-05-17,183119.0
2018-05-16,198362.0
2018-05-15,204456.0
2018-05-14,199757.0
2018-05-13,151389.0
2018-05-12,171483.0
2018-05-11,201235.0
2018-05-10,198343.0
2018-05-09,195919.0
2018-05-08,200910.0
2018-05-07,195013.0
2018-05-06,162422.0
2018-05-05,191797.0
2018-05-04,207828.0
2018-05-03,215854.0
2018-05-02,201606.0
2018-05-01,190682.0
2018-04-30,204571.0
2018-04-29,170038.0
2018-04-28,175753.0
2018-04-27,200705.0
2018-04-26,206418.0
2018-04-25,201513.0
2018-04-24,241901.0
2018-04-23,215329.0
2018-04-22,163151.0
2018-04-21,184347.0
2018-04-20,196615.0
2018-04-19,203635.0
2018-04-18,191983.0
2018-04-17,192381.0
2018-04-16,187602.0
2018-04-15,166815.0
